IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
330615;RJ;VARRE-SAI;9927670;PHYSIO MEDICAL;CLINICA DE REABILITACAO PHYSIO MEDICAL CRPM LTDA;35007354000142;;M;JOSE VARGAS DE FIGUEIREDO;113;CENTRO;28375000;;
330170;RJ;DUQUE DE CAXIAS;9005943;SAMU 192 BASE PILAR USB;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;ROD WASHINGTON LUIZ;3200;BEIRA MAR;25070260;;
330010;RJ;ANGRA DOS REIS;7689144;ANGRA IMAGENS;BEZERRA ARAUJO IMAGENS LTDA ME;21925511000194;;M;ESTRADA DO MARINAS;91;MARINAS;23907205;;
330455;RJ;RIO DE JANEIRO;9083308;CELSO LESSA GARCIA JUNIOR;CELSO LESSA GARCIA JUNIOR;;;M;AV DAS AMERICAS;15700;RECREIO DOS BANDEIRA;22790704;;
330390;RJ;PETROPOLIS;0207705;AMORSAUDE;AMORSAUDE SERVICOS MEDICOS E ODONTOLOGICOS EIRELI;14084407000159;;M;RUA TRAVESSA VEREADOR PRUDENTE AGUIAR;95;CENTRO;25620090;;
330455;RJ;RIO DE JANEIRO;9283935;REDE DOR SAO LUIZ S A DC 39;REDE DOR SAO LUIZ S A;06047087008970;;M;RUA DINIZ CORDEIRO;39;BOTAFOGO;22281100;;
330455;RJ;RIO DE JANEIRO;7478569;ANGELA ROSA IMPERIO MEYRELLES;ANGELA ROSA IMPERIO MEYRELLES;;;M;RUA ANDRADE PERTENCE;11;CATETE;22220010;;
330010;RJ;ANGRA DOS REIS;7847106;KELLYN G MARCAL CIRURGIA DENTISTA;KELLYN GOULARTE;;;M;RUA CORONEL CARVALHO;539;CENTRO;23900900;;
330455;RJ;RIO DE JANEIRO;9752889;RHMED CONSULTORES ASSOCIADOS SA;RHMED CONSULTORES ASSOCIADOS SA;01430943000540;;M;AVENIDA BARRAO DE TEFE;27;SAUDE;20090909;;
330390;RJ;PETROPOLIS;0104345;H C C CENTRO DE DIAGNOSTICO POR IMAGEM E LABORATORIO DE ANA;H C C CENTRO DE DIAGNOSTICO POR IMAGEM E LABORATORIO DE ANA;16929916000160;;M;ESTRADA UNIAO E INDUSTRIA;2501;CORREAS;25720062;;
330455;RJ;RIO DE JANEIRO;1038079;DR IMAGENS LOCACAO DE EQUIPAMENTOS E SERVICOS MEDICOS EIRELI;DR IMAGENS LOCACAO DE EQUIPAMENTOS CNPJ 23538519000123;;;M;RUA ACREUNA 0 LOTE 2 PAL;30846;CAMPO GRANDE;23045200;;
330455;RJ;RIO DE JANEIRO;7645619;NIDIA FRANCISCO CHICRALLA DA ROCHA BOTAFOGO;NIDIA FRANCISCO CHICRALLA DA ROCHA;;;M;RUA VISCONDE DE SILVA;52;BOTAFOGO;22271043;;
330455;RJ;RIO DE JANEIRO;9593691;ABELARDO BASTOS PINTO NETO;ABELARDO BASTOS PINTO NETO;;;M;AV ARMANDO LOMBARDI;800;BARRA DA TIJUCA;22640000;;
330455;RJ;RIO DE JANEIRO;1037188;ANA PAULA FERREIRA DA SILVEIRA;ANA PAULA FERREIRA DA SILVEIRA;;;M;RUA DESEMBARGADOR IZIDRO;18;TIJUCA;20521160;;
330010;RJ;ANGRA DOS REIS;9310134;ELLENE PAPAZIS ALQUATI;ELLENE PAPAZIS ALQUATI;;;M;AVENIDA RAUL POMPEIA;75;CENTRO;23900425;;
330240;RJ;MACAE;9880771;NUTSOLUTIONS;NUTSOLUTIONS ASSESSORIA NUTRICIONAL LTDA;11204524000110;;M;AVENIDA ATLANTICA;386;PRAIA CAMPISTA;27920390;;
330455;RJ;RIO DE JANEIRO;9912029;IGOR LUIZ ARAUJO DA SILVA FREGUESIA;IGOR LUIZ ARAUJO DA SILVA;;;M;ESTRADA DOS TRES RIOS;1200;FREGUESIA;22745005;;
330455;RJ;RIO DE JANEIRO;1000780;JOSE JULIO DO REGO MONTEIRO FILHO;JOSE JULIO DO REGO MONTEIRO FILHO;;;M;LARGO DO MACHADO;21;CATETE;22221020;;
330455;RJ;RIO DE JANEIRO;7675100;AQV ASSISTENCIA MEDICA;A Q V ASSISTENCIA MEDICA E SERVICOS LTDA;21609533000145;;M;PEDRO ALVES;00122;SANTO CRISTO;20220281;;
330580;RJ;TERESOPOLIS;9983430;CLINICA SAO LAZARO;DOCASAR SERVICOS MEDICOS LTDA;04990624000154;;M;RUA PREFEITO SEBASTIAO TEIXEIRA;354;VARZEA;25953200;;
330340;RJ;NOVA FRIBURGO;0032948;ESPACO MEMORIA;ESPACO MEMORIA SAUDE EDUCACAO E ASSESSORIA LTDA;34613725000177;;M;AVENIDA ALBERTO BRAUNE;04;CENTRO;28613000;;
330455;RJ;RIO DE JANEIRO;1035738;WELLINTON DRAXLER PEREIRA DE SOUZA;WELLINTON DRAXLER PEREIRA DE SOUZA;;;M;RUA DIAS DA CRUZ;215;MEIER;20720012;;
330630;RJ;VOLTA REDONDA;7472277;ORTHOPRO;ORTHO SUL CLINICA ODONTOLOGICA LTDA;19387559000144;;M;RUA TRINTA E TRES;117;VILA SANTA CECILIA;27261310;;
330100;RJ;CAMPOS DOS GOYTACAZES;9554424;ODONTOPRIME;E N F VIEIRA SERVICOS MEDICOS EIRELI;30040400000191;;M;RUA BARAO DA LAGOA DOURADA;247;PQ THOMAS COELHO;28035211;;
330580;RJ;TERESOPOLIS;0157171;CLINICA PLENA;LARA CHRISTIE GOMES BRAGA;;;M;AVENIDA DELFIM MOREIRA;266;VARZEA;25955000;;
330455;RJ;RIO DE JANEIRO;9940332;AMCRJ SERVICOS MEDICOS;AMCRJ SERVICOS MEDICOS LTDA EPP;21684101000107;;M;AV JORGE CURI;550;BARRA DA TIJUCA;22775001;;
330455;RJ;RIO DE JANEIRO;9973028;CENTRO ODONTOLOGICO GALINDO ROJAS ME;CENTRO ODONTOLOGICO GALINDO ROJAS ME;29260520000115;;M;RUA SANTA LUZIA;799;CENTRO;20030041;;
330630;RJ;VOLTA REDONDA;9193464;MARCA MEDICOS;MARCA MEDICOS ASSOCIADOS LTDA EPP;26323806000104;;M;LIONS CLUB;15;VILA SANTA CECILIA;27255430;;
330420;RJ;RESENDE;0012394;EVOLUIR PSICOLOGIA;THEREZA M DE CARVALHO OLIVEIRA ATIVIDADES DE PSICOLOGIA;35055415000147;;M;AVENIDA GOVERNADOR PORTELA;500;VILA JULIETA;27520251;;
330455;RJ;RIO DE JANEIRO;9881042;ROSIMERI FIGUEIREDO DA SILVA;ROSIMERI FIGUEIREDO DA SILVA;;;M;AVENIDA DAS AMERICAS;4801;BARRA DA TIJUCA;22631004;;
330455;RJ;RIO DE JANEIRO;0150347;RAPHAEL BRAGA ONELLEY;RAPHAEL BRAGA ONELLEY;;;M;AVENIDA RIO BRANCO;45;CENTRO;20090003;;
330490;RJ;SAO GONCALO;9088059;LM TERAPIAS INTEGRADAS;LM TERAPIAS INTEGRADAS SG LTDA EPP;19010637000197;;M;SALVATORI;109;CENTRO;24421005;;
330330;RJ;NITEROI;9946772;AVMA PSICOLOGIA;AVMA PSICOLOGIA CONSULTORIA E COMUNICACAO LTDA;31320560000157;;M;R CORONEL MOREIRA CESAR;26;ICARAI;24230060;;
330455;RJ;RIO DE JANEIRO;9607765;CENTRO DE DIAGNOSTICO E REABILITACAO ORAL RIVIERA;CENTRO DE DIAGNOSTICO E REABILITACAO ORAL RIVIERA;18508578000119;;M;AVENIDA DAS AMERICAS;1917;BARRA DA TIJUCA;22631970;;
330455;RJ;RIO DE JANEIRO;1041215;WHITE SMILE ODONTOLOGIA;CLINICA ODONTOLOGICA MAGALHAES COUTO 18544426000171;;;M;RUA MAGALHAES COUTO;8;MEIRER;20735180;;
330455;RJ;RIO DE JANEIRO;7580339;CLAUDIA CAETANO MENDES;CLAUDIA CAETANO MENDES;;;M;AVN CESARIO DE MELO;3600;CAMPO GRAMDE;23050102;;
330455;RJ;RIO DE JANEIRO;9885005;CLINMEGE;CLINMEGE CLINICA MEDICA E FISIOTERAPEUTICA COM ENFASE EM GER;32300952000117;;M;RUA WASHINGTON LUIZ;0009;CENTRO;20775001;;
330455;RJ;RIO DE JANEIRO;0058157;ELIZABETH GOMES DE OLIVEIRA IPANEMA;ELIZABETH GOMES DE OLIVEIRA;;;M;RUA VISCONDE DE PIRAJA;259;IPANEMA;22410001;;
330490;RJ;SAO GONCALO;9537317;CLINICA PRONTO DIAGNOSE S C LTDA;CLINICA PRONTO DIAGNOSE S C LTDA;30174353000179;;M;AVENIDA PRESIDENTE KENNEDY;341;CENTRO;24445000;;
330455;RJ;RIO DE JANEIRO;1038753;ELIANA PEREIRA REGO;ELIANA PEREIRA REGO;;;M;RUA CORONEL AGOSTINHO;142;CAMPO GRAANDE;23050360;;
330010;RJ;ANGRA DOS REIS;7767773;CONSULTORIO DO DOUTOR SWAMI;SWAMI BRILHANTE DE ALBUQUERQUE;;;M;TRAVESSA VEREADOR VILLAS BOAS;26;CENTRO;23900550;;
330455;RJ;RIO DE JANEIRO;9833919;INTENSICOR;INTENSICOR SERVICOS MEDICOS LTDA;03771395000114;;M;RUA VOLUNTARIOS DA PATRIA;445;BOTAFOGO;22270005;;
330270;RJ;MARICA;0254185;POSTO DE COLETA BLESSING;LABORATORIO BLESSING ANALISES CLINICAS E ANATOMIA PATOLOGICA;18313334000504;;M;AV VEREADOR FRANCISCO SABINO DA COSTA;219;CENTRO;24900100;;
330420;RJ;RESENDE;9971181;MARIA THEREZA RAMOS DE PAULA;MARIA THEREZA RAMOS DE PAULA;;;M;RUA JOAO BATISTA VIANA DE MORAES;65;BARBOSA LIMA;27511600;;
330455;RJ;RIO DE JANEIRO;9370420;KLAUS BARRETTO DOS SANTOS LOPES BATISTA;KLAUS BARRETTO DOS SANTOS LOPES BATISTA;;;M;RUA VISCONDE DE PIRAJA;550;IPANEMA;22410002;;
330330;RJ;NITEROI;7382197;POLICLINICA NAVAL DE NITEROI;COMANDO DA MARINHA;00394502048937;;M;RUA BARAO DE JACEGUAI;S/N;PONTA DA AREIA;24040000;;
330455;RJ;RIO DE JANEIRO;0155195;ICONIC LUBRIFICANTES;ICONIC LUBRIFICANTES S A;05524572003028;;M;RUA MONSENHOR MANOEL GOMES;140;SAO CRISTOVAO;20931670;;
330170;RJ;DUQUE DE CAXIAS;0107077;VITALLITA FILIAL CAXIAS;VITALLITA SERVICOS MEDICOS LTDA;30009455000309;;M;30009455000309;1939;JARDIM 25 DE AGOSTO;25071182;;
330010;RJ;ANGRA DOS REIS;7847092;RAFAELA MALVAO BRAGA;RAFAELA MALVAO BRAGA;;;M;RUA CORONEL CARVALHO;539;CENTRO;23900900;;
330630;RJ;VOLTA REDONDA;9156151;J A IMAGEM;A F P CANUTO SERVICOS DE RADIOLOGIA ME;21000505000126;;M;ALBERTO PASQUALINE;169;VILA SANTA CECILIA;27261310;;
330490;RJ;SAO GONCALO;7843364;SURRJ;SURRJ SERVICO DE URGENCIA E REMOCAO DO RIO DE JANEIRO LTDA;16513853000167;;M;RUA DR NILO PECANHA;110;CENTRO;24440000;;
330455;RJ;RIO DE JANEIRO;7607296;CARLA SIMONE GARCIA DE ALMEIDA;CARLA SIMONE GARCIA DE ALMEIDA;;;M;AV CESARIO DE MELO;2623;CAMPO GRANDE;23052102;;
330455;RJ;RIO DE JANEIRO;0247464;DROGARIA VENANCIO V68 COPACABANA;VENANCIO PRODUTOS FARMACEUTICOS;00285753007101;;M;RUA BARATA RIBEIRO;194;COPACABANA;22011900;;
330455;RJ;RIO DE JANEIRO;9505830;KATIA MARIA DE ALMEIDA REBELLO IPANEMA;KATIA MARIA DE ALMEIDA REBELLO;;;M;RUA VISCONDE DE PIRAJA;550;IPANEMA;22410002;;
330455;RJ;RIO DE JANEIRO;9073167;CLINICA DE FISIOTERAPIA ROCHA MIRANDA;CLINICA DE FISIOTERAPIA ROCHA MIRANDA LTDA ME;10521365000115;;M;RUA MEDINA;127;MEIER;20735130;;
330455;RJ;RIO DE JANEIRO;7659415;HOSPITAL OESTE DOR;REDE DOR SAO LUIZ S A;06047087003316;;M;RUA OLINDA ELLIS;93;CAMPO GRANDE;23045160;;
330045;RJ;BELFORD ROXO;0262765;ESSENCIAL CARE;ESSENCIAL CARE SERVICOS MEDICOS HOSPITALAR EIRELI;37972282000107;;M;TURIANA;07;HELIOPOLIS;26123320;;
330020;RJ;ARARUAMA;9819894;CLINICA AMA;CLINICA MEDICA E PSICOLOGICA DE ARARUAMA LTDA;31471374000119;;M;AV BRASIL;10;CENTRO;28970000;;
330455;RJ;RIO DE JANEIRO;1039377;CATARINA QUINTAO FREITAS ABREU;CATARINA QUINTAO FREITAS ABREU;;;M;RUA DO CATETE;311;CATETE;22220001;;
330455;RJ;RIO DE JANEIRO;9447261;LABIFY;BLOOD MEDICINA E DIAGNOSTICOS LTDA;20138299000152;;M;RUA MEXICO;98;CENTRO;20031141;;
330010;RJ;ANGRA DOS REIS;9375643;JOVANA MARQUES FONTES;JOVANA MARQUES FONTES;;;M;AVENIDA RAUL POMPEIA;75;CENTRO;23900425;;
330455;RJ;RIO DE JANEIRO;7383290;KARLA ALVES PEQUENO CARRARA BARRA;KARLA ALVES PEQUENO CARRARA;;;M;AV DAS AMERICAS;13685;BARRA DA TIJUCA;22793082;;
330350;RJ;NOVA IGUACU;0053635;KAREN GRACE PENA DE AZEVEDO;KAREN GRACE PENA DE AZEVEDO;;;M;RUA BERNARDINO DE MELLO;1399;CENTRO;26255140;;
330455;RJ;RIO DE JANEIRO;1038699;ELISE SANTANA ISAIAS;ELISE SANTANA ISAIAS;;;M;AVENIDA CESARIO DE MELO;2623;CAMPO GRANDE;23052101;;
330010;RJ;ANGRA DOS REIS;9808299;FISIO PRO SAUDE;FISIO PRO SAUDE LTDA;31309689000164;;M;TRAVESSA BAHIA;24;PARQUE MAMBUCABA;23954365;;
330455;RJ;RIO DE JANEIRO;9968660;LABORMED LABORATORIOS MEDICOS VILA ISABEL;CENTRO MEDICO DE ANALISES CLINICAS LTDA;28017218002030;;M;RUA TEODORO DA SILVA;320;VILA ISABEL;20560001;;
330455;RJ;RIO DE JANEIRO;9973656;ELIANE MOUTINHO DOS SANTOS FERRET;ELIANE MOUTINHO DOS SANTOS FERRET;;;M;AVENIDA DAS AMEIRCAS;4801;BARRA DA TIJUCA;22631004;;
330455;RJ;RIO DE JANEIRO;9997067;LUCIENE MENDES DUARTE GADELHA;LUCIENE MENDES DUARTE GADELHA;;;M;RUA MTO JOSE SIQUEIRA;81;BARRA DA TIJUCA;22793072;;
330455;RJ;RIO DE JANEIRO;0030325;TATIANE DE LUCA ODONTOLOGICA;TATIANE DE LUCA JUNQUEIRA ODONTOLOGICA EIRELI;12233132000142;;M;RUA CONDE DE BONFIM;99;TIJUCA;20520050;;
330330;RJ;NITEROI;1037641;ALEXANDRE DUNAEV;ALEXANDRE DUNAEV;;;M;RUA OTAVIO CARNEIRO;143;ICARAI;24230190;;
330010;RJ;ANGRA DOS REIS;9946764;CEVI ODONTOLOGIA;CEVI ATENDIMENTO ODONTOLOGICO E SAUDE LTDA;31750200000276;;M;RUA CORONEL CARVALHO;517;CENTRO;23900310;;
330220;RJ;ITAPERUNA;9994009;PROGRAMA DE SAUDE DO TRABALHADOR MUNICIPAL;PROGRAMA DE SAUDE DO TRABALHADOR MUNICIPAL;;28916716000152;M;GAULDINO LESSA;78;CENTRO;28300000;;
330455;RJ;RIO DE JANEIRO;9973818;GE ORTO;SAO GERALDO ASSIST ORTO E LOC DE CONSULT ODONTOLOGICOS LTDA;30302972000100;;M;RUA ENGENHEIRO TRINDADE;99;CAMPO GRANDE;23050290;;
330455;RJ;RIO DE JANEIRO;0247448;DROGARIA VENANCIO V18 BARRA DA TIJUCA;VENANCIO PRODUTOS FARMACEUTICO LTDA;00285753002215;;M;AV DAS AMERICAS;13400;BARRA DA TIJUCA;22790702;;
330455;RJ;RIO DE JANEIRO;9850600;LEILIANE FONSECA SANTOS DUMONT;LEILIANE FONSECA SANTOS DUMONT;;;M;ESTRADA DOS TRES RIOS;90;FREGUESIA DE JACAREP;22755002;;
330455;RJ;RIO DE JANEIRO;9894888;AVM;AVM MEDICAL CARE SERVICOS MEDICOS EIRELI;18139900000260;;M;AVENIDA DAS AMERICAS;3500;IPANEMA;22640102;;
330330;RJ;NITEROI;0034312;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;34906284000100;;M;AV ERNANI DO AMARAL PEIXOTO;171;CENTRO;24020071;;
330455;RJ;RIO DE JANEIRO;9739130;CLINICA ESPECIALIZADA DE NUTRICAO;RACHEL ALVES NUTRICAO CLINICA ESPECIALIZADA EIRELI;31628958000155;;M;EST DO GALEAO;1035;JARDIM GUANABARA;21931383;;
330455;RJ;RIO DE JANEIRO;9939261;OSORIO E ARAUJO;OSORIO E ARAUJO SILVA MEDICOS ASSOCIADOS LTDA;22987799000194;;M;RUA VISCONDE DE PIRAJA;407;IPANEMA;22410003;;
330455;RJ;RIO DE JANEIRO;0197556;SANSIM SERVICOS MEDICOS;SANSIM SERVICOS MEDICOS LTDA;73887424002641;;M;AVENIDA NILO PECANHA;00050;CENTRO;20020906;;
330455;RJ;RIO DE JANEIRO;9306730;DRA RENATA GOULART FERREIRA;RENATA GOULART FERREIRA;;;M;RUA CLODOALDO FREITAS;222;GUADALUPE;21660300;;
330330;RJ;NITEROI;9973877;MMF DO CORONEL LEONCIO DR CLAUDIO DO AMARAL JUNIOR;FUNDACAO MUNICIPAL DE SAUDE;;32556060000181;M;AVENIDA PROFESSOR JOAO BRASIL;S/N;ENGENHOCA;24130081;;
330100;RJ;CAMPOS DOS GOYTACAZES;9109404;VICTOR RIBEIRO NOGUEIRA;VICTOR RIBEIRO NOGUEIRA;;;M;AV VINTE E OITO DE MARCO;13;TURF CLUB;28010000;;
330240;RJ;MACAE;0046094;HUMANA CLINICA MULTIDICIPLINAR;HUMANA CLINICA MULTIDICIPLINAR LTDA;34455990000174;;M;RUA VELHO CAMPOS;1010;CENTRO;27910210;;
330455;RJ;RIO DE JANEIRO;9882154;SURGICAL SUPPORT;SURGICAL SUPPORT LTDA;18412393000106;;M;AVENIDA VENEZUELA 131 ANDAR 5 SALA;501;SAUDE;20081311;;
330010;RJ;ANGRA DOS REIS;9977740;AMANDA DA SILVA MATSUYAMA;AMANDA DA SILVA MATSUYAMA;34593032000160;;M;RUA PRESIDENTE TANCREDO NEVES;309;PARQUE MAMBUCABA;23953200;;
330455;RJ;RIO DE JANEIRO;1042424;LUCIANA ESKANDAR RIBEIRO REZENDE;LUCIANA ESKANDAR RIBEIRO REZENDE;;;M;AVENIDA DAS AMERICAS;1155;BARRA DA TIJUCA;22631903;;
330455;RJ;RIO DE JANEIRO;9244999;ROGERIO SOARES PEREIRA;ROGERIO SOARES PEREIRA;;;M;ESTADA DO GALEAO;2315;PORTUGUESA;21931971;;
330490;RJ;SAO GONCALO;7600542;CENTRO CLINICO MASTER;CENTRO CLINICO MASTER LTDA EPP;32560484000209;;M;RUA DOUTOR NILO PECANHA;157;CENTRO;24445360;;
330455;RJ;RIO DE JANEIRO;9428461;RIO RITMO ARRITMIAS CARDIACAS BARRA;RIO RITMO SERVICOS MEDICOS;10864997000262;;M;AVENIDA JORGE CURI;550;BARRA DA TIJUCA;22775001;;
330330;RJ;NITEROI;9823964;CLIMED;CLIMED CLINICA MEDICA DE NITER OI E SAO GONCALO LTDA;05196270000133;;M;RUA MIGUEL DE FRIAS;150;ICARAI;24220003;;
330010;RJ;ANGRA DOS REIS;9646787;CLINICA COLOMBO;SERVICOS MEDICOS COLOMBO LTDA;11951978000155;;M;RUA CORONEL CARVALHO;539;CENTRO;23900310;;
330580;RJ;TERESOPOLIS;7554362;SAVT;SAVT SUPORTE AVANCADO VIDA TERESOPOLIS LTDA;20616293000143;;M;RUA ROBERTO ROSA;207;TIJUCA;25975530;;
330023;RJ;ARMACAO DOS BUZIOS;0253472;EASY PILATES;PATRICIA RIBEIRO CARVALHO PINTO;;;M;AV JOSE BENTO RIBEIRO DANTAS;5400;MANGUINHOS;28950000;;
330455;RJ;RIO DE JANEIRO;7675208;ALESSANDRO PINHEIRO MARTINS;ALESSANDRO PINHEIRO MARTINS;;;M;RUA REAL GRANDEZA;108;BOTAFOGO;22281033;;
330490;RJ;SAO GONCALO;9499555;ESPACO ROSA;SECRETARIA MUNICIPAL DE SAUDE EM SAO GONCALO;;28636579000950;M;PRACA ESTEPHANIA DE CARVALHO;S/N;ZE GAROTO;24440195;;
330070;RJ;CABO FRIO;9922024;FCOTRIM ASSISTENCIA MEDICA;FCOTRIM ASSISTENCIA MEDICA E INTERDISCIPLINAR LTDA;34062947000149;;M;PORTO ROCHA;184;CENTRO;28905250;;
330455;RJ;RIO DE JANEIRO;9968407;CLINICA NUMI;CLINICA NUMI LTDA;35432744000160;;M;RUA CONDE DE LAGES;44;CENTRO;20241900;;
330010;RJ;ANGRA DOS REIS;7766580;CTO;CTO CENTRO DE TRAUMATOGIA E ORTOPEDIA LTDA ME;21871361000183;;M;RUA RAUL POMPEIA;75;CENTRO;23906000;;
330455;RJ;RIO DE JANEIRO;0247421;DROGARIA VENANCIO V16 MEIER;VENANCIO PRODUTOS FARMACEUTICOS LTDA;00285753001910;;M;RUA DIAS DA CRUZ;336;MEIER;20720012;;
330455;RJ;RIO DE JANEIRO;7736347;STELLA CALDAS CAMPOS DOS SANTOS;STELLA CALDAS CAMPOS DOS SANTOS;;;M;RUA ENGENHEIRO TRINDADE;99;CAMPO GRANDE;23050290;;
330455;RJ;RIO DE JANEIRO;1037064;SCANTEC SERVICOS TECNICOS;SCANTEC SERVICOS TECNICOS EM RADIOLOGIA EIRELI;;;M;AVENIDA PADRE ROSER;00620;IRAJA;21220560;;
330455;RJ;RIO DE JANEIRO;0026441;CLINICA AMOR SAUDE;CLINICA AMOR SAUDE ILHA DO GOVERNADOR LTDA;34702781000188;;M;RUA IACO;85;CACUIA;21921640;;
330100;RJ;CAMPOS DOS GOYTACAZES;9268537;OTOPED SERVICOS MEDICOS;OTOPED SERVICOS MEDICOS LTDA;24764150000130;;M;ALVARENGA PINTO;150;CENTRO;28035185;;
330270;RJ;MARICA;9635270;JADSON NATHANAEL RIBEIRO COSTA;JADSON NATHANAEL RIBEIRO COSTA;;;M;RUA VAN LERBEGUE;6400;JARDIM ATLANTICO;24900001;;
330455;RJ;RIO DE JANEIRO;9953590;CLINICAS LACOS CENTRO DE PESQUISAS E ATENDIMENTO;CLINICAS LACOS CENTRO DE PESQUISAS E ATENDIMENTO;26033088000131;;M;RUA DESEMBARGADOR IZIDRO;28;TIJUCA;20521160;;
330490;RJ;SAO GONCALO;7471971;ORTOP;ORTOP SERVICOS MEDICOS LTDA;19413823000177;;M;RUA YOLANDA SAAD ABUZAID;150;ALCANTARA;24710460;;
330100;RJ;CAMPOS DOS GOYTACAZES;7795823;MARCO PAULO BERNARDES VIDIGAL;MARCO PAULO BERNARDES VIDIGAL;;;M;RUA TREZE DE MAIO;286;CENTRO;28010260;;
330220;RJ;ITAPERUNA;9864148;CLINICA CRESCER;CRESCER CLINICA MATERNO INFANTIL LTDA;33342630000101;;M;GALDINO LESSA;67;CENTRO;28300000;;
330490;RJ;SAO GONCALO;9570837;CAPS ALCOOL E DROGAS III DR DANIEL GOMES DA SILVA;MUNICIPIO DE SAO GONCALO;;28636579000950;M;AUGUSTO FRANCO;52;ALCANTARA;24711060;;
330455;RJ;RIO DE JANEIRO;0148377;ESPACO A REABILITACAO NEUROFUNCIONAL;ESPACO A REABILITACAO NEUROFUNCIONAL EIRELI;32295323000146;;M;AVENIDA BRUXELAS;137;BONSUCESSO;21041000;;
330455;RJ;RIO DE JANEIRO;9640312;JULIO CEZAR LAURO ALZUGUIR BARRA DA TIJUCA;JULIO CEZAR LAURO ALZUGUIR;;;M;AVN JORGE CURI;550;BARRA DA TIJUCA;22775001;;
330330;RJ;NITEROI;0210714;ODONTY ODONTOLOGIA ESPECIALIZADA;ODONTY ODONTOLOGIA ESPECIALIZADA LTDA;36670516000190;;M;RUA GAVIAO PEIXOTO;182;ICARAI;24230100;;
330455;RJ;RIO DE JANEIRO;0247502;DROGARIA VENANCIO V71 BARRA DA TIJUCA;VENANCIO PRODUTOS FARMACEUTICOS LTDA;00285753007446;;M;AV AIRTON SENNA;2541;BARRA DA TIJUCA;22775002;;
330610;RJ;VALENCA;0263761;CONSULTORIO MEDICO DRA IVY DE MENDONCA CORREA;IVY DE MENDONCA CORREA;;;M;RUA RAPHAEL JANNUZZI;15;CENTRO;27600000;;
330455;RJ;RIO DE JANEIRO;1040812;TANIA HILDA SANTOS MIRAGAYA TIJUCA;TANIA HILDA SANTOS MIRAGAYA;;;M;RUA CONDE DE BONFIM;344;TIJUCA;20520054;;
330490;RJ;SAO GONCALO;7645686;CLINICA LESTE FLUMINENSE;CLINICA LESTE FLUMINENSE LTDA ME;20481151000116;;M;RUA CORONEL SERRADO;688;ZE GAROTO;24440000;;
330490;RJ;SAO GONCALO;9514015;MEDI Q;DRCS SOLUCOES EM SAUDE EIRELI;29037682000199;;M;AVENIDA PRESIDENTE KENNEDY;735;ESTRELA DO NORTE;24445795;;
330010;RJ;ANGRA DOS REIS;7859228;POLO BASE ANGRA DOS REIS;DISTRITO SANITARIO ESPECIAL INDIGENA LITORAL SUL;;00394544004334;M;RUA BARAO DE MAMBUCABA;36;PARQUE MAMBUCABA;23954225;;
330630;RJ;VOLTA REDONDA;9689184;SANTOS SERVICOS MEDICOS;FREITAS MARINHO SERVICOS MEDICOS LTDA;27817536000150;;M;B;137;JARDIM AMALIA;27251180;;
330150;RJ;CORDEIRO;0193194;PAULO MARCUS DE MATOS MOREIRA;PAULO MARCUS DE MATOS MOREIRA;;;M;AV PRESIDENTE GETULIO VARGAS;20;CENTRO;28540000;;
330455;RJ;RIO DE JANEIRO;9922245;SAMUEL MARCOS WAJSBROT;SAMUEL MARCOS WAJSBROT LTDA ME;27837125000127;;M;ESTRADA DO PORTELA;99;MADUREIRA;21351900;;
330020;RJ;ARARUAMA;9734805;NILO SIQUEIRA ALMEIDA;NILO SIQUEIRA ALMEIDA;;;M;AVENIDA BRASIL;671;PARQUE HOTEL;28970000;;
330455;RJ;RIO DE JANEIRO;9243909;DENTALBLANC;DENTALBLANC CLINICA ODONTOLOGICA LTDA ME;26520246000188;;M;RUA CARDOSO DE MORAIS;61;BONSUCESSO;21032000;;
330455;RJ;RIO DE JANEIRO;9837221;VAITSMAN CIRURGIA PLASTICA E ESTETICA;VAITSMAN CIRURGIA PLASTICA E ESTETICA LTDA;33651270000111;;M;ESTRADA DO GALEAO;2775;PORTUGUESA;21931387;;
330455;RJ;RIO DE JANEIRO;9920110;EMI RIO;EMI RIO ESPACO MEDICO INTEGRADO EPP;05728032000121;;M;AVENIDA DAS AMERICAS;3434;BARRA DA TIJUCA;22640102;;
330330;RJ;NITEROI;0278092;HELIETHE FATIMA RANGEL MOTTA;HELIETHE FATIMA RANGEL MOTTA;;;M;RUA GAVIAO PEIXOTO;70;ICARAI;24230090;;
330100;RJ;CAMPOS DOS GOYTACAZES;9700544;G CLIN SOLUCOES EM SAUDE;G CLIN CAMPOS SOLUCOES EM SAUDE;26369382000119;;M;ESTRADA LOURIVAL MARTINS BEDA;738;DONANA;28110000;;
330390;RJ;PETROPOLIS;9991654;LABORATORIO DE CORREAS;LABORATORIO DE CORREAS LTDA;31161235000865;;M;RUA PAULINO AFONSO;477;CENTRO;25680003;;
